Image dimensions: 28 x 28
Loaded 10000 images
Model created with 2 layers
Layer 0: 784 inputs, 8 neurons
Image 1820: Predicted digit = 0, Confidence = 0.9957
Image 1821: Predicted digit = 0, Confidence = 0.5731
Image 1822: Predicted digit = 0, Confidence = 0.9969
Image 1823: Predicted digit = 0, Confidence = 0.9968
Image 1824: Predicted digit = 0, Confidence = 0.9997
Image 1825: Predicted digit = 0, Confidence = 1.0000
Image 1826: Predicted digit = 0, Confidence = 1.0000
Image 1827: Predicted digit = 0, Confidence = 1.0000
Image 1828: Predicted digit = 0, Confidence = 1.0000
Image 1829: Predicted digit = 0, Confidence = 0.9999
Image 1830: Predicted digit = 0, Confidence = 0.9712
Image 1831: Predicted digit = 0, Confidence = 0.9988
Image 1832: Predicted digit = 0, Confidence = 1.0000
Image 1833: Predicted digit = 0, Confidence = 0.9657
Image 1834: Predicted digit = 0, Confidence = 1.0000
Image 1835: Predicted digit = 0, Confidence = 0.9987
Image 1836: Predicted digit = 0, Confidence = 0.9839
Image 1837: Predicted digit = 0, Confidence = 0.9980
Image 1838: Predicted digit = 0, Confidence = 0.9788
Image 1839: Predicted digit = 0, Confidence = 0.8108
Image 1840: Predicted digit = 0, Confidence = 0.9843
Image 1841: Predicted digit = 0, Confidence = 1.0000
Image 1842: Predicted digit = 0, Confidence = 0.9998
Image 1843: Predicted digit = 0, Confidence = 0.9984
Image 1844: Predicted digit = 0, Confidence = 0.9999
Image 1845: Predicted digit = 0, Confidence = 0.3489
Image 1846: Predicted digit = 0, Confidence = 0.9958
Image 1847: Predicted digit = 0, Confidence = 0.9695
Image 1848: Predicted digit = 0, Confidence = 0.9992
Image 1849: Predicted digit = 0, Confidence = 0.9535
Image 1850: Predicted digit = 0, Confidence = 0.9980
Image 1851: Predicted digit = 0, Confidence = 0.9970
Image 1852: Predicted digit = 0, Confidence = 0.9961
Image 1853: Predicted digit = 0, Confidence = 1.0000
Image 1854: Predicted digit = 0, Confidence = 0.8220
Image 1855: Predicted digit = 0, Confidence = 0.9996
Image 1856: Predicted digit = 0, Confidence = 0.3312
Image 1857: Predicted digit = 0, Confidence = 0.9951
Image 1858: Predicted digit = 0, Confidence = 1.0000
Image 1859: Predicted digit = 0, Confidence = 0.9538
Image 1860: Predicted digit = 0, Confidence = 0.9590
Image 1861: Predicted digit = 0, Confidence = 1.0000
Image 1862: Predicted digit = 0, Confidence = 0.7069
Image 1863: Predicted digit = 0, Confidence = 0.9997
Image 1864: Predicted digit = 0, Confidence = 0.9998
Image 1865: Predicted digit = 0, Confidence = 0.9999
Image 1866: Predicted digit = 0, Confidence = 0.9860
Image 1867: Predicted digit = 0, Confidence = 1.0000
Image 1868: Predicted digit = 0, Confidence = 0.4146
Image 1869: Predicted digit = 0, Confidence = 0.8399
Image 1870: Predicted digit = 0, Confidence = 1.0000
Image 1871: Predicted digit = 0, Confidence = 1.0000
Image 1872: Predicted digit = 0, Confidence = 0.9863
Image 1873: Predicted digit = 0, Confidence = 0.9907
Image 1874: Predicted digit = 0, Confidence = 0.8416
Image 1875: Predicted digit = 0, Confidence = 0.7710
Image 1876: Predicted digit = 0, Confidence = 0.9994
Image 1877: Predicted digit = 0, Confidence = 0.5830
Image 1878: Predicted digit = 0, Confidence = 0.9099
Image 1879: Predicted digit = 0, Confidence = 0.9979
Image 1880: Predicted digit = 0, Confidence = 1.0000
Image 1881: Predicted digit = 0, Confidence = 1.0000
Image 1882: Predicted digit = 0, Confidence = 0.9987
Image 1883: Predicted digit = 0, Confidence = 0.9998
Image 1884: Predicted digit = 0, Confidence = 0.9999
Image 1885: Predicted digit = 0, Confidence = 0.9954
Image 1886: Predicted digit = 0, Confidence = 0.9910
Image 1887: Predicted digit = 0, Confidence = 1.0000
Image 1888: Predicted digit = 0, Confidence = 0.9980
Image 1889: Predicted digit = 0, Confidence = 0.9619
Image 1890: Predicted digit = 0, Confidence = 1.0000
Image 1891: Predicted digit = 0, Confidence = 0.9999
Image 1892: Predicted digit = 0, Confidence = 0.9950
Image 1893: Predicted digit = 0, Confidence = 0.9691
Image 1894: Predicted digit = 0, Confidence = 0.9988
Image 1895: Predicted digit = 0, Confidence = 1.0000
Image 1896: Predicted digit = 0, Confidence = 0.8217
Image 1897: Predicted digit = 0, Confidence = 0.9964
Image 1898: Predicted digit = 0, Confidence = 1.0000
Image 1899: Predicted digit = 5, Confidence = 0.1452
Image 1900: Predicted digit = 0, Confidence = 0.9937
Image 1901: Predicted digit = 0, Confidence = 0.7860
Image 1902: Predicted digit = 0, Confidence = 0.9546
Image 1903: Predicted digit = 0, Confidence = 1.0000
Image 1904: Predicted digit = 0, Confidence = 0.9981
Image 1905: Predicted digit = 0, Confidence = 0.9542
Image 1906: Predicted digit = 0, Confidence = 0.9273
Image 1907: Predicted digit = 0, Confidence = 0.9987
Image 1908: Predicted digit = 0, Confidence = 0.9733
Image 1909: Predicted digit = 0, Confidence = 1.0000
Image 1910: Predicted digit = 0, Confidence = 0.9051
Image 1911: Predicted digit = 0, Confidence = 0.9395
Image 1912: Predicted digit = 0, Confidence = 0.9997
Image 1913: Predicted digit = 0, Confidence = 0.9648
Image 1914: Predicted digit = 0, Confidence = 1.0000
Image 1915: Predicted digit = 0, Confidence = 0.9999
Image 1916: Predicted digit = 0, Confidence = 1.0000
Image 1917: Predicted digit = 0, Confidence = 0.9908
Image 1918: Predicted digit = 0, Confidence = 0.4126
Image 1919: Predicted digit = 0, Confidence = 0.9734
Image 1920: Predicted digit = 0, Confidence = 1.0000
Image 1921: Predicted digit = 0, Confidence = 0.9998
Image 1922: Predicted digit = 0, Confidence = 0.9857
Image 1923: Predicted digit = 0, Confidence = 0.1944
Image 1924: Predicted digit = 0, Confidence = 0.5659
Image 1925: Predicted digit = 0, Confidence = 0.9836
Image 1926: Predicted digit = 0, Confidence = 0.9999
Image 1927: Predicted digit = 0, Confidence = 0.9999
Image 1928: Predicted digit = 0, Confidence = 0.9999
Image 1929: Predicted digit = 0, Confidence = 1.0000
Image 1930: Predicted digit = 0, Confidence = 0.9996
Image 1931: Predicted digit = 0, Confidence = 0.9879
Image 1932: Predicted digit = 0, Confidence = 0.9961
Image 1933: Predicted digit = 0, Confidence = 0.4412
Image 1934: Predicted digit = 0, Confidence = 1.0000
Image 1935: Predicted digit = 0, Confidence = 0.9421
Image 1936: Predicted digit = 0, Confidence = 0.9994
Image 1937: Predicted digit = 0, Confidence = 0.9984
Image 1938: Predicted digit = 0, Confidence = 0.9709
Image 1939: Predicted digit = 0, Confidence = 0.9971
Image 1940: Predicted digit = 0, Confidence = 0.2175
Image 1941: Predicted digit = 0, Confidence = 0.9995
Image 1942: Predicted digit = 0, Confidence = 1.0000
Image 1943: Predicted digit = 0, Confidence = 0.9123
Image 1944: Predicted digit = 0, Confidence = 1.0000
Image 1945: Predicted digit = 0, Confidence = 0.9999
Image 1946: Predicted digit = 0, Confidence = 0.8595
Image 1947: Predicted digit = 0, Confidence = 0.9994
Image 1948: Predicted digit = 0, Confidence = 1.0000
Image 1949: Predicted digit = 0, Confidence = 1.0000
Image 1950: Predicted digit = 0, Confidence = 0.9053
Image 1951: Predicted digit = 0, Confidence = 0.8994
Image 1952: Predicted digit = 0, Confidence = 1.0000
Image 1953: Predicted digit = 0, Confidence = 0.9997
Image 1954: Predicted digit = 0, Confidence = 0.9864
Image 1955: Predicted digit = 0, Confidence = 1.0000
Image 1956: Predicted digit = 0, Confidence = 0.9999
Image 1957: Predicted digit = 0, Confidence = 1.0000
Image 1958: Predicted digit = 0, Confidence = 0.9987
Image 1959: Predicted digit = 0, Confidence = 0.9330
Image 1960: Predicted digit = 0, Confidence = 1.0000
Image 1961: Predicted digit = 0, Confidence = 0.9813
Image 1962: Predicted digit = 0, Confidence = 0.9985
Image 1963: Predicted digit = 0, Confidence = 0.9692
Image 1964: Predicted digit = 0, Confidence = 0.9999
Image 1965: Predicted digit = 0, Confidence = 0.9033
Image 1966: Predicted digit = 0, Confidence = 0.9997
Image 1967: Predicted digit = 0, Confidence = 0.6933
Image 1968: Predicted digit = 0, Confidence = 0.9998
Image 1969: Predicted digit = 0, Confidence = 0.9700
Image 1970: Predicted digit = 0, Confidence = 0.9523
Image 1971: Predicted digit = 0, Confidence = 0.9999
Image 1972: Predicted digit = 0, Confidence = 1.0000
Image 1973: Predicted digit = 0, Confidence = 1.0000
Image 1974: Predicted digit = 0, Confidence = 1.0000
Image 1975: Predicted digit = 0, Confidence = 0.8443
Image 1976: Predicted digit = 0, Confidence = 0.9349
Image 1977: Predicted digit = 0, Confidence = 0.7238
Image 1978: Predicted digit = 6, Confidence = 0.1076
Image 1979: Predicted digit = 0, Confidence = 0.9989
Image 1980: Predicted digit = 0, Confidence = 0.2280
Image 1981: Predicted digit = 0, Confidence = 0.9932
Image 1982: Predicted digit = 0, Confidence = 0.9999
Image 1983: Predicted digit = 0, Confidence = 0.9981
Image 1984: Predicted digit = 0, Confidence = 0.9988
Image 1985: Predicted digit = 0, Confidence = 0.9651
Image 1986: Predicted digit = 0, Confidence = 1.0000
Image 1987: Predicted digit = 0, Confidence = 0.9988
Image 1988: Predicted digit = 0, Confidence = 1.0000
Image 1989: Predicted digit = 0, Confidence = 1.0000
Image 1990: Predicted digit = 0, Confidence = 1.0000
Image 1991: Predicted digit = 0, Confidence = 0.9399
Image 1992: Predicted digit = 0, Confidence = 1.0000
Image 1993: Predicted digit = 0, Confidence = 0.9036
Image 1994: Predicted digit = 0, Confidence = 1.0000
Image 1995: Predicted digit = 0, Confidence = 1.0000
Image 1996: Predicted digit = 0, Confidence = 0.9990
Image 1997: Predicted digit = 0, Confidence = 1.0000
Image 1998: Predicted digit = 0, Confidence = 1.0000
Image 1999: Predicted digit = 0, Confidence = 0.7212
Image 2000: Predicted digit = 0, Confidence = 0.9379
Image 2001: Predicted digit = 0, Confidence = 0.9831
Image 2002: Predicted digit = 0, Confidence = 0.9935
Image 2003: Predicted digit = 0, Confidence = 0.9931
Image 2004: Predicted digit = 0, Confidence = 1.0000
Image 2005: Predicted digit = 0, Confidence = 0.9999
Image 2006: Predicted digit = 0, Confidence = 1.0000
Image 2007: Predicted digit = 0, Confidence = 0.1957
Image 2008: Predicted digit = 0, Confidence = 1.0000
Image 2009: Predicted digit = 0, Confidence = 1.0000
Image 2010: Predicted digit = 0, Confidence = 0.9801
Image 2011: Predicted digit = 0, Confidence = 0.9246
Image 2012: Predicted digit = 0, Confidence = 0.9986
Image 2013: Predicted digit = 0, Confidence = 0.9985
Image 2014: Predicted digit = 0, Confidence = 0.9999
Image 2015: Predicted digit = 0, Confidence = 1.0000
Image 2016: Predicted digit = 0, Confidence = 0.9998
Image 2017: Predicted digit = 0, Confidence = 1.0000
Image 2018: Predicted digit = 0, Confidence = 0.9999
Image 2019: Predicted digit = 0, Confidence = 0.9998
Image 2020: Predicted digit = 0, Confidence = 0.9999
Image 2021: Predicted digit = 0, Confidence = 0.5112
Image 2022: Predicted digit = 0, Confidence = 0.8587
Image 2023: Predicted digit = 7, Confidence = 0.1152
Image 2024: Predicted digit = 0, Confidence = 0.9994
Image 2025: Predicted digit = 0, Confidence = 1.0000
Image 2026: Predicted digit = 0, Confidence = 0.9993
Image 2027: Predicted digit = 0, Confidence = 0.9068
Image 2028: Predicted digit = 0, Confidence = 1.0000
Image 2029: Predicted digit = 0, Confidence = 0.9991
Image 2030: Predicted digit = 0, Confidence = 0.9993
Image 2031: Predicted digit = 0, Confidence = 1.0000
Image 2032: Predicted digit = 0, Confidence = 0.5099
Image 2033: Predicted digit = 0, Confidence = 0.6948
Image 2034: Predicted digit = 0, Confidence = 1.0000
Image 2035: Predicted digit = 0, Confidence = 1.0000
Image 2036: Predicted digit = 0, Confidence = 1.0000
Image 2037: Predicted digit = 0, Confidence = 0.9924
Image 2038: Predicted digit = 0, Confidence = 0.9961
Image 2039: Predicted digit = 0, Confidence = 1.0000
Image 2040: Predicted digit = 0, Confidence = 1.0000
Image 2041: Predicted digit = 0, Confidence = 1.0000
Image 2042: Predicted digit = 0, Confidence = 0.9999
Image 2043: Predicted digit = 0, Confidence = 0.8935
Image 2044: Predicted digit = 0, Confidence = 0.9967
Image 2045: Predicted digit = 0, Confidence = 1.0000
Image 2046: Predicted digit = 0, Confidence = 0.9637
Image 2047: Predicted digit = 0, Confidence = 0.9997
Image 2048: Predicted digit = 0, Confidence = 1.0000
Image 2049: Predicted digit = 0, Confidence = 0.9987
Image 2050: Predicted digit = 0, Confidence = 1.0000
Image 2051: Predicted digit = 0, Confidence = 0.9998
Image 2052: Predicted digit = 0, Confidence = 0.9859
Image 2053: Predicted digit = 0, Confidence = 0.9998
Image 2054: Predicted digit = 0, Confidence = 0.9987
Image 2055: Predicted digit = 0, Confidence = 0.9995
Image 2056: Predicted digit = 0, Confidence = 0.9868
Image 2057: Predicted digit = 0, Confidence = 1.0000
Image 2058: Predicted digit = 0, Confidence = 0.9999
Image 2059: Predicted digit = 0, Confidence = 0.7920
Image 2060: Predicted digit = 0, Confidence = 1.0000
Image 2061: Predicted digit = 0, Confidence = 1.0000
Image 2062: Predicted digit = 0, Confidence = 0.9800
Image 2063: Predicted digit = 0, Confidence = 0.9995
Image 2064: Predicted digit = 0, Confidence = 0.9998
Image 2065: Predicted digit = 0, Confidence = 1.0000
Image 2066: Predicted digit = 0, Confidence = 0.9233
Image 2067: Predicted digit = 0, Confidence = 0.1000
Image 2068: Predicted digit = 0, Confidence = 0.9080
Image 2069: Predicted digit = 0, Confidence = 1.0000
Image 2070: Predicted digit = 0, Confidence = 1.0000
Image 2071: Predicted digit = 0, Confidence = 1.0000
Image 2072: Predicted digit = 0, Confidence = 1.0000
Image 2073: Predicted digit = 0, Confidence = 1.0000
Image 2074: Predicted digit = 2, Confidence = 0.1396
Image 2075: Predicted digit = 0, Confidence = 1.0000
Image 2076: Predicted digit = 0, Confidence = 0.8324
Image 2077: Predicted digit = 0, Confidence = 0.9849
Image 2078: Predicted digit = 0, Confidence = 0.7202
Image 2079: Predicted digit = 0, Confidence = 0.9939
Image 2080: Predicted digit = 0, Confidence = 1.0000
Image 2081: Predicted digit = 0, Confidence = 0.9980
Image 2082: Predicted digit = 0, Confidence = 0.9979
Image 2083: Predicted digit = 0, Confidence = 0.9884
Image 2084: Predicted digit = 0, Confidence = 0.7763
Image 2085: Predicted digit = 0, Confidence = 0.6512
Image 2086: Predicted digit = 0, Confidence = 0.9948
Image 2087: Predicted digit = 0, Confidence = 1.0000
Image 2088: Predicted digit = 0, Confidence = 1.0000
Image 2089: Predicted digit = 0, Confidence = 0.9999
Image 2090: Predicted digit = 0, Confidence = 0.9992
Image 2091: Predicted digit = 0, Confidence = 1.0000
Image 2092: Predicted digit = 0, Confidence = 0.9844
Image 2093: Predicted digit = 0, Confidence = 0.9810
Image 2094: Predicted digit = 0, Confidence = 1.0000
Image 2095: Predicted digit = 0, Confidence = 0.9986
Image 2096: Predicted digit = 0, Confidence = 1.0000
Image 2097: Predicted digit = 0, Confidence = 1.0000
Image 2098: Predicted digit = 0, Confidence = 0.9441
Image 2099: Predicted digit = 0, Confidence = 1.0000
Image 2100: Predicted digit = 0, Confidence = 0.9994
Image 2101: Predicted digit = 0, Confidence = 0.9914
Image 2102: Predicted digit = 0, Confidence = 0.8357
Image 2103: Predicted digit = 0, Confidence = 0.7082
Image 2104: Predicted digit = 0, Confidence = 0.9890
Image 2105: Predicted digit = 0, Confidence = 1.0000
Image 2106: Predicted digit = 0, Confidence = 0.7477
Image 2107: Predicted digit = 0, Confidence = 1.0000
Image 2108: Predicted digit = 0, Confidence = 0.9960
Image 2109: Predicted digit = 0, Confidence = 1.0000
Image 2110: Predicted digit = 0, Confidence = 0.4846
Image 2111: Predicted digit = 0, Confidence = 1.0000
Image 2112: Predicted digit = 0, Confidence = 0.9975
Image 2113: Predicted digit = 0, Confidence = 0.6331
Image 2114: Predicted digit = 0, Confidence = 0.9141
Image 2115: Predicted digit = 0, Confidence = 1.0000
Image 2116: Predicted digit = 0, Confidence = 0.9998
Image 2117: Predicted digit = 0, Confidence = 0.9999
Image 2118: Predicted digit = 0, Confidence = 0.9992
Image 2119: Predicted digit = 0, Confidence = 0.4415
Image 2120: Predicted digit = 0, Confidence = 0.9999
Image 2121: Predicted digit = 0, Confidence = 0.9966
Image 2122: Predicted digit = 0, Confidence = 0.9459
Image 2123: Predicted digit = 0, Confidence = 1.0000
Image 2124: Predicted digit = 0, Confidence = 0.9781
Image 2125: Predicted digit = 0, Confidence = 0.9767
Image 2126: Predicted digit = 0, Confidence = 0.9690
Image 2127: Predicted digit = 0, Confidence = 0.9974
Image 2128: Predicted digit = 0, Confidence = 0.8933
Image 2129: Predicted digit = 0, Confidence = 0.9999
Image 2130: Predicted digit = 0, Confidence = 0.9998
Image 2131: Predicted digit = 0, Confidence = 0.9855
Image 2132: Predicted digit = 0, Confidence = 0.9829
Image 2133: Predicted digit = 0, Confidence = 0.7897
Image 2134: Predicted digit = 0, Confidence = 1.0000
Image 2135: Predicted digit = 0, Confidence = 0.4786
Image 2136: Predicted digit = 0, Confidence = 1.0000
Image 2137: Predicted digit = 0, Confidence = 0.9997
Image 2138: Predicted digit = 0, Confidence = 0.9928
Image 2139: Predicted digit = 0, Confidence = 1.0000
Image 2140: Predicted digit = 0, Confidence = 0.9999
Image 2141: Predicted digit = 0, Confidence = 0.9604
Image 2142: Predicted digit = 0, Confidence = 0.9997
Image 2143: Predicted digit = 0, Confidence = 0.9980
Image 2144: Predicted digit = 0, Confidence = 1.0000
Image 2145: Predicted digit = 0, Confidence = 0.7117
Image 2146: Predicted digit = 0, Confidence = 1.0000
Image 2147: Predicted digit = 0, Confidence = 1.0000
Image 2148: Predicted digit = 0, Confidence = 1.0000
Image 2149: Predicted digit = 0, Confidence = 1.0000
Image 2150: Predicted digit = 0, Confidence = 0.9798
Image 2151: Predicted digit = 0, Confidence = 0.9799
Image 2152: Predicted digit = 0, Confidence = 0.9993
Image 2153: Predicted digit = 0, Confidence = 0.9999
